model_id,objective,alpha,epsilon,layer,relative_change_mean,relative_change_median,relative_change_p05,relative_change_p95,relative_change_max,relative_change_min,relative_change_n,cumulative_condition_mean,cumulative_condition_median,cumulative_condition_p05,cumulative_condition_p95,cumulative_condition_max,cumulative_condition_min,cumulative_condition_n,incremental_condition_mean,incremental_condition_median,incremental_condition_p05,incremental_condition_p95,incremental_condition_max,incremental_condition_min,incremental_condition_n
hard_a0.05,hard_teacher_ce,0.05,0.003,17,0.0003292352703283541,0.0002800767688313499,0.00018126191134797408,0.0006267760676564649,0.0010177299845963717,0.00017787260003387928,32,0.10974508876881876,0.09335892558630697,0.06042063190153624,0.2089253527142717,0.33924332524997086,0.05929086616258315,32,1.186012368878818,1.1772950800926605,1.0315963247969757,1.3993866720683983,1.4436781422795497,1.004940075930605,32.0
hard_a0.05,hard_teacher_ce,0.05,0.003,18,0.00034433886139595415,0.0002968553308164701,0.00019905040026060305,0.0006334100296953693,0.0010098039638251066,0.00019246802548877895,32,0.11477961906782588,0.09895177981685362,0.06635012998482426,0.2111366733156976,0.33660131834918106,0.06415600295943244,32,1.0587995246115218,1.060040316750848,1.0077496060071376,1.1120819039514263,1.1246697393054301,0.9922120592974291,32.0
hard_a0.05,hard_teacher_ce,0.05,0.003,19,0.0003622965900831332,0.0003205503599019721,0.0002196124492911622,0.0006410891364794225,0.0009976192377507687,0.00020934143685735762,32,0.12076552857767277,0.10685012315177932,0.07320414598754763,0.21369637554069407,0.332539743026373,0.06978047293021919,32,1.0648280690526746,1.069239894490043,1.0100011755811438,1.112550719602644,1.1189157426442131,0.9879335727419978,32.0
hard_a0.05,hard_teacher_ce,0.05,0.003,20,0.0003934024507543654,0.00035579592804424465,0.0002556633422500454,0.0006542109127622098,0.000985015300102532,0.0002441459510009736,32,0.13113414866319364,0.11859864626008446,0.08522110970238304,0.21807030081761994,0.32833843051348005,0.08138197664351839,32,1.1033810183772244,1.1170383935011103,1.0205382898098045,1.165142070436475,1.1700952044374835,0.9873659837628497,32.0
hard_a0.05,hard_teacher_ce,0.05,0.003,21,0.00042317020688642515,0.0003946899378206581,0.00029181472200434655,0.0006654859345871956,0.0009616603492759168,0.00027294305618852377,32,0.14105673390607437,0.13156331142722547,0.09727156976540027,0.2218286446014416,0.3205534469722781,0.0909810108776139,32,1.0880968919816998,1.1000082439408587,1.0127118202580552,1.1409988491150085,1.1470576547281923,0.9762897583172728,32.0
hard_a0.05,hard_teacher_ce,0.05,0.003,22,0.0004422399770191987,0.00042740689241327345,0.00031248527666321023,0.0006671510287560523,0.0009237169288098812,0.0002910519833676517,32,0.14741332388201414,0.14246896287909938,0.10416175707353804,0.2223836759466715,0.30790564026020534,0.09701731941637434,32,1.0528503579400927,1.061701007956022,1.0008809053112906,1.0883231593900369,1.0971896472494467,0.960543844305731,32.0
hard_a0.05,hard_teacher_ce,0.05,0.003,23,0.0004531318227236625,0.0004423502687131986,0.0003226013097446412,0.000660450622672215,0.0008758389740251005,0.0002987878688145429,32,0.15104393907498495,0.1474500826361561,0.10753376791959714,0.22015020710489588,0.2919463221373356,0.09959594767612918,32,1.0293181203879114,1.0335466949705956,0.9830868968833574,1.062920413387793,1.0664352173309262,0.9481681527191812,32.0
hard_a0.05,hard_teacher_ce,0.05,0.003,24,0.0004621108646460925,0.0004419725155457854,0.00032875244796741753,0.0006510268372949213,0.0008250330574810505,0.00030648449319414794,32,0.15403695302650422,0.14732415932470772,0.10958414730239457,0.21700894524637607,0.2750110167698598,0.10216148891458476,32,1.0241947180075304,1.0285578247953837,0.9843583697713467,1.0552902044994852,1.058414375042628,0.9419917153143337,32.0
hard_a0.05,hard_teacher_ce,0.05,0.003,25,0.0004527497494564159,0.00042373967880848795,0.00032125737197929993,0.0006258446141146123,0.000759329937864095,0.0003016125992871821,32,0.15091658136706704,0.14124655837506564,0.10708578871193261,0.20861487091148398,0.25310997708791266,0.10053752441908177,32,0.9820590377710108,0.9852933443484332,0.9543632342421169,1.0057290417657203,1.016775899428316,0.9203630460365346,32.0
hard_a0.05,hard_teacher_ce,0.05,0.003,26,0.0004326137104726513,0.0004025569069199264,0.00030696755420649423,0.0005838462442625314,0.0006851594080217183,0.00029082121909596026,32,0.14420456846619384,0.13418563447358778,0.10232251622217364,0.19461541431463786,0.228386467355359,0.0969403979991157,32,0.9576206976218422,0.961179072633839,0.9321919278854374,0.977659757960513,0.9805100527311692,0.9023210779084918,32.0
hard_a0.05,hard_teacher_ce,0.05,0.003,27,0.00041367054200236453,0.000380461075110361,0.00028258680395083503,0.0005588429921772331,0.0006322120898403227,0.0002655901189427823,32,0.1378901791031077,0.12682035726775415,0.09419559962750591,0.18628098922749262,0.21073736144830593,0.08853003200722583,32,0.954227669924808,0.9506415636149643,0.9208727538029403,0.9939873522581647,1.0016872160378574,0.9132418871236055,32.0
hard_a0.05,hard_teacher_ce,0.05,0.003,28,0.0007800418952683685,0.0007390999235212803,0.0005841837002662942,0.001008557650493458,0.0011410138104110956,0.0005469157476909459,32,0.26001396217527983,0.24636663903225653,0.19472789993640777,0.33618588057557597,0.38033793349767037,0.1823052334969072,32,1.9091677688875448,1.9495236618058271,1.660568542612744,2.089687351135124,2.115770380618352,1.3214414710696794,32.0
hard_a0.05,hard_teacher_ce,0.05,0.01,0,0.010000000067520887,0.009999999776482582,0.009999999776482582,0.010000000707805157,0.010000000707805157,0.009999998845160007,32,1.0,1.0,1.0,1.0,1.0,1.0,32,,,,,,,
hard_a0.05,hard_teacher_ce,0.05,0.01,1,0.007570396599476226,0.007556571625173092,0.007424979843199253,0.007704042107798159,0.007733939681202173,0.0073752254247665405,32,0.7570396546977554,0.7556571794075634,0.742497993818584,0.7704042279996923,0.77339398540692,0.7375225589615678,32,0.7570396546977554,0.7556571794075634,0.742497993818584,0.7704042279996923,0.77339398540692,0.7375225589615678,32.0
hard_a0.05,hard_teacher_ce,0.05,0.01,2,0.006618725557927974,0.00661835353821516,0.0064498235704377295,0.006765240128152073,0.006825742311775684,0.006428341381251812,32,0.6618725512873795,0.6618353069764717,0.6449823714602524,0.6765240279366976,0.6825742464342918,0.6428340926250526,32,0.8742792673902278,0.8744673464874015,0.8633847675959075,0.8854699389406548,0.8861482572075638,0.8592211007030293,32.0
hard_a0.05,hard_teacher_ce,0.05,0.01,3,0.0008238707982854976,0.0005785488756373525,0.0002234456165751908,0.0019670475856401024,0.0033908821642398834,0.00019487904501147568,32,0.08238707882467092,0.057854888754921896,0.02234456215695896,0.196704744641147,0.33908822400320077,0.01948790493673619,32,0.12383677584517276,0.08835191008057805,0.03450350237248079,0.2932253613652833,0.5017935561254723,0.030037227719602867,32.0
hard_a0.05,hard_teacher_ce,0.05,0.01,4,0.000831016409847507,0.0005839838995598257,0.00023656157572986557,0.001969110238132998,0.0033913690131157637,0.0002101289719576016,32,0.08310163997724805,0.05839839115528584,0.023656158101742895,0.196911009875837,0.339136908891877,0.021012897665435022,32,1.0189972691580382,1.0098177811023423,1.0010540667993626,1.0710287434103707,1.0782532926781734,1.0001435758756274,32.0
hard_a0.05,hard_teacher_ce,0.05,0.01,5,0.0008299054516101023,0.0005833906470797956,0.0002328493501408957,0.0019683307909872383,0.0033899734262377024,0.00020662473980337381,32,0.08299054415389498,0.05833906590840114,0.023284935534548436,0.19683306516677795,0.33899735020095145,0.020662474442179675,32,0.9971010328075944,0.9990047342529511,0.9872956334496936,1.0009341166037735,1.0028525319547077,0.9722067782498119,32.0
hard_a0.05,hard_teacher_ce,0.05,0.01,6,0.0008436281764261366,0.0005942343559581786,0.0002578040192020126,0.0019733023073058575,0.0033917161636054516,0.0002338269114261493,32,0.08436281663204001,0.059423436815133276,0.025780402496438155,0.19733021676345125,0.3391716239416217,0.023382691665258817,32,1.033816029277704,1.0189626217975793,1.0024422360515413,1.1073461554749415,1.1316501191902837,1.000514085849246,32.0
